time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1773506752735250000,-7.70675,106.31074432590663,-1,-1,34.107537631446995,141.02132705906092,-1,27.124941589111963,3,-118.26157342553537,-1
1773506760508843800,0.06684375,106.31074432590663,-1,-1,34.107537631446995,141.02132705906092,-1,27.124941589111963,3,-118.26157342553537,-1
1773506760508939000,0.06693896484375,0,-1,-1,34.10760452662602,141.02131607273293,-1,4.295014,3.0326026016309977,-118.26131336908446,-1
1773506760530527200,0.08852734375,106.31074432590663,-1,-1,34.107604528304705,141.02132705906092,-1,4.232331277257954,3,-118.26131340292778,-1
1773506761090695000,0.64869482421875,106.31074432590663,-1,-1,34.107602871553716,141.02132705906092,-1,4.234486392446173,3,-118.26131863119542,-1
1773506761160780000,0.718780029296875,107.2108154296875,0.949999988079071,-1,34.10760225792303,141.9213981628418,-1,4.320840655343144,12,-118.26131479379546,0
1773506761999780600,1.557780517578125,106.99810791015625,0.7900000214576721,-1,34.10759924483429,141.70869064331055,-1,4.038080679044096,4,-118.26129584472191,0
1773506762999779600,2.557779541015625,107.56768798828125,0.9700000286102295,70.58824288327592,34.10760048347065,142.27827072143555,303.75,3.5293706743738618,3,-118.26128241654395,0
1773506763999779600,3.557779541015625,106.3311767578125,0.75,41.21032201767628,34.10760995146475,141.0417594909668,303.3984375,3.5463869716586696,3,-118.2612948325265,0.5899999737739563
1773506764999780000,4.557780029296875,105.09344482421875,1.0299999713897705,53.9347219696945,34.1076177346444,139.80402755737305,307.265625,3.5080899477671266,3,-118.26130597555128,1.0099999904632568
1773506765999779600,5.557779541015625,105.13323974609375,1.4199999570846558,65.85052314663159,34.10762356854327,139.84382247924805,305.5078125,3.4458858962900476,3,-118.26131492082139,1
1773506766999577300,6.557577392578125,105.4620361328125,1.149999976158142,41.37164084058823,34.10763131734412,140.1726188659668,305.5078125,3.2707613882105604,3,-118.2613265326518,1.6200000047683716
1773506767999583700,7.557583740234375,105.2044677734375,1.1299999952316284,54.58656107313467,34.10763608121421,139.9150505065918,303.046875,3.267002654121911,3,-118.26133536143196,1.090000033378601
1773506768999588400,8.55758837890625,105.2811279296875,0.9100000262260437,53.88673647568058,34.10764220154327,139.9917106628418,305.5078125,3.1945476368521026,3,-118.26134531585289,1.090000033378601
1773506769999589000,9.557589111328125,105.0794677734375,1.100000023841858,48.84111181125208,34.107648352948694,139.7900505065918,314.296875,3.2422330938265906,3,-118.261354109789,1.090000033378601
1773506770999601200,10.55760107421875,105.36431884765625,1.2699999809265137,58.51362956285227,34.10765461034139,140.07490158081055,311.8359375,3.2537698579574985,3,-118.26136387347178,1.100000023841858
1773506771999611100,11.557611083984375,105.263671875,0.6899999976158142,7.319346827801554,34.10766080345912,139.9742546081543,328.7109375,3.1177320532921473,3,-118.26137221243643,1.100000023841858
1773506772999621400,12.557621337890625,105.2037353515625,0.8799999952316284,17.61115270880493,34.10766628199023,139.9143180847168,328.0078125,3.206745156810066,3,-118.26138193916657,1.090000033378601
1773506773999624700,13.557624755859376,105.20373545959592,0.8799999952316155,65.41747676121622,34.10767602160489,139.91431819275022,328.0078089904631,2.7373335751023395,4.029364438188547,-118.26138898329195,1.090000033378585
1773506774999634000,14.557634033203126,105.29504405427724,1.1699999570846387,86.97550615674922,34.10767983502517,140.00562678743154,327.65624645603543,3.0418607580006913,4.029364438188546,-118.26139866492495,1.0900000333785853
1773506775999646200,15.557646240234375,105.15771496482193,1.1299999952316095,78.93290655299465,34.107682691101765,139.86829769797623,327.6562462284362,3.2818210864161292,4.029364438188544,-118.26141029340927,1.1599999666213796
1773506776999656200,16.55765625,105.38970959279686,0.8500000238418437,59.37431215493064,34.10768514386416,140.10029232595116,327.6562462284411,3.3143321958125886,4.029364438188544,-118.26142118938765,1.1599999666213794
1773506777999666000,17.557666015625,105.71820080373436,0.9499999880790551,66.35952265559077,34.107686658363455,140.42878353688866,327.3046836919673,3.521836032571975,4.029364438188544,-118.26143143096947,1.1599999666213794
1773506778999672000,18.557672119140626,106.17333996389061,1.0499999523162669,73.34473315625341,34.107689456462616,140.8839226970449,327.30468369197405,3.69404613141102,4.029364438188543,-118.2614428078599,1.1599999666213798
1773506779999680000,19.557679931640624,105.97161874175072,0.9900000095367318,82.69915688278736,34.107692441486286,140.682201474905,327.3046843157044,3.82615670483868,4.02936443818855,-118.26145273131195,0.9700000286102183
1773506780999690000,20.55768994140625,106.13592541962862,0.8199999928474283,55.83473979659245,34.107696420885894,140.84650815278292,306.2109316648816,3.9394940663577067,4.029364438188543,-118.26146824333867,1.1900000572204383
1773506781999699700,21.55769970703125,106.05224621947855,1.1900000572204381,81.02846845413984,34.107726189755084,140.76282895263284,313.2421822317431,4.748651530191779,4.0293644381885425,-118.26148798496685,1.1900000572204381
1773506782999709400,22.55770947265625,106.05981457978487,1.1399999856948653,77.6239062495143,34.10773411286947,140.77039731293917,327.30468359347964,4.748651530191779,4.0293644381885425,-118.26149737503158,1.190000057220438
1773506783999719200,23.55771923828125,105.84747323021293,0.8700000047683621,74.9944341705063,34.10773606544291,140.55805596336722,311.13280819728755,4.748651530191773,4.029364438188551,-118.26150713402494,0.939999997615804
1773506784999727400,24.557727294921875,105.9984131725505,1.0299999713897592,88.78651106511057,34.10774110103175,140.7089959057048,327.3046844141763,4.748651530191773,4.0293644381885505,-118.26151502220188,0.9399999976158039
1773506785999734800,25.55773486328125,106.11016854085028,1.2000000476837027,103.44060239928514,34.10774233045306,140.82075127400458,298.82811999529713,4.748651530191773,4.029364438188551,-118.26153059794277,0.939999997615804
1773506786999742000,26.557741943359375,106.71380623616278,0.9599999785423176,82.7524767814779,34.107745235055546,141.42438896931708,293.5546822633071,4.748651530191773,4.029364438188551,-118.26154350069092,0.939999997615804
1773506787999749000,27.5577490234375,106.92895516566932,0.959999978542317,81.02846845414014,34.1077480798362,141.63953789882362,293.9062446662985,4.748651530191774,4.0293644381885505,-118.26155507307621,0.9599999785423168
1773506788999760100,28.557760009765627,106.5401003640145,1.2899999618529765,58.394817565605614,34.10776040506718,141.2506830971688,304.8046785676788,4.748651530191802,4.029364438188516,-118.26157582362762,1.7899999618529567
1773506789999761200,29.55776123046875,106.24102794658393,1.4700000286102068,106.34986646313587,34.107764104736084,140.95161067973822,307.6171821084764,4.748651530191778,4.029364438188545,-118.26158266883034,1.1200000047683543
1773506790999767800,30.557767822265625,106.3970948420465,1.2899999618530074,93.3274292587768,34.107769189682315,141.1076775752008,308.3203071598361,4.748651530191777,4.029364438188545,-118.26159322225541,1.1200000047683543
1773506791999773000,31.55777294921875,107.20391856040806,1.3300000429153258,101.66780409325261,34.10777457267714,141.91450129356235,306.5624948257714,4.7486515301917755,4.029364438188547,-118.26160273316462,1.0599999427795264
