frame_file,frame_index,video_time_s,frame_abs_ms,lat,lon,altitude,speed,bearing,horizontalAccuracy,in_gps_range
2748_2756_00000.jpg,0,1.9669740650688898,1773504701884.974,34.108480971300246,-118.2634946504451,105.84378249960565,0.14733918790903017,22.532779643386146,9.420364872368173,True
2748_2756_00001.jpg,1,2.9671303693412066,1773504702885.1304,34.10846145113464,-118.2635306228695,105.72691988806193,0.9293761015952451,217.08530374403196,6.1601743286725545,True
2748_2756_00002.jpg,2,3.9672866736135233,1773504703885.2866,34.10847653837138,-118.26352771133612,105.40399095104543,1.0499999523162842,269.355368771431,4.799424331908161,True
2748_2756_00003.jpg,3,4.96744297788584,1773504704885.4429,34.10848639466734,-118.26352000753491,106.05839849793918,1.1119804601611372,278.9979392884849,4.047204804080055,True
2748_2756_00004.jpg,4,5.967599282158157,1773504705885.5994,34.10848804533657,-118.26353480728503,106.3716874089078,1.1908474557108122,279.22106765973405,3.8223679004209847,True
2748_2756_00005.jpg,5,6.967755586430473,1773504706885.7556,34.10848256597923,-118.2635514597365,105.93046318269519,1.1557295128969398,279.76317850486913,3.7392492617885695,True
2748_2756_00006.jpg,6,7.967911890702791,1773504707885.9119,34.10846008673965,-118.26356424355515,105.52788609330821,1.149999976158142,279.84375,3.5243767541857958,True
2748_2756_00007.jpg,7,8.968068194975107,1773504708886.068,34.10844802146401,-118.26357465813071,104.79976949460185,1.5396976006746776,279.84375,3.5227720642533726,True
2748_2756_00008.jpg,8,9.968224499247425,1773504709886.2246,34.1084377671229,-118.26358481468228,104.45856034512742,1.590000033378601,279.84375,3.532524045721032,True
2748_2756_00009.jpg,9,10.968380803519741,1773504710886.3809,34.1084296870562,-118.26359488461797,103.79261466211051,1.2090210985768324,279.84375,3.534819443626443,True
2748_2756_00010.jpg,10,11.968537107792057,1773504711886.537,34.10842099442871,-118.26360709633578,103.34792569086567,1.159999966621399,279.84375,3.535358608568406,True
2748_2756_00011.jpg,11,12.968693412064376,1773504712886.6934,34.108410556265774,-118.2636209157483,102.730600373034,1.159999966621399,227.80677240296214,3.299746256923739,True
2748_2756_00012.jpg,12,13.968849716336692,1773504713886.8496,34.108402489141305,-118.26362941150059,102.65740977694868,1.1599999666213818,221.1328083889558,4.447076459248038,True
2748_2756_00013.jpg,13,14.969006020609008,1773504714887.006,34.1083973464376,-118.26363297222065,102.86684248932266,0.8408050142546755,221.13280913862863,4.4843202919934715,True
2748_2756_00014.jpg,14,15.969162324881324,1773504715887.1624,34.10838713912085,-118.26363520238708,102.23981914890582,1.0837799171499876,220.5092683785543,4.612633732333927,True
2748_2756_00015.jpg,15,16.96931862915364,1773504716887.3186,34.108376511402994,-118.26363340591162,101.61598004110726,1.0756512955699962,220.42968326049143,4.694717800628657,True
2748_2756_00016.jpg,16,17.96947493342596,1773504717887.4749,34.1083645132725,-118.26363091759268,101.60825111110779,1.1143571556227674,220.42968310795882,4.728228201158212,True
